0.374,0,0.63
0.375121089876984,8.75446005251263e-12,0.627855665975685
0.381242220721747,5.96337863632472e-11,0.615426609963241
0.392333334594501,1.69449617241806e-10,0.588718078541097
0.403890675252218,3.30438285316407e-10,0.549570539475426
0.410729288365847,5.1348378428158e-10,0.504648265954037
0.411050353560361,6.81952526201087e-10,0.462665219974841
0.407169599275508,8.10273861098359e-10,0.430360943616473
0.402838102928859,8.90149633190824e-10,0.410315659607464
0.400436735807127,9.2567826499722e-10,0.401491492593127
0.399999998075031,9.31720676012817e-10,0.400000000474693
